Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,
64675.13046,5.78550589,6.436541956,3.42,53742.84199,1346379.985,
72392.88504,5.581331968,7.081653164,4.23,23997.45355,1014430.121,
75033.91777,5.294627535,6.987367714,2.39,27355.82979,1373512.302,
81291.67049,5.213993838,8.429901753,4.19,33097.55641,1454749.807,
55992.03459,5.29985819,8.098857048,3.08,32032.63777,1166600.457,
57108.61844,7.120135332,6.393210122,2.23,43511.01799,1093253.491,
82373.20843,6.327773403,7.207985937,4.4,67701.6498,2130762,
67433.39994,7.7824612,6.564027581,3.05,41030.40891,1719762.308,
61088.39361,5.810724841,6.085444349,2.18,40426.83517,1019880.653,
69650.72903,5.922774742,6.201155203,3.05,41608.06466,1296645.375,
64163.54181,6.866750203,6.933770891,3,39354.78926,1372878.534,
68606.87005,5.930005938,6.980274128,3.43,36084.83774,1117011.106,
65739.68602,6.201098607,6.722967192,4.16,27721.39364,959734.8133,
50709.3539,4.761837692,6.822058699,3.18,60199.84255,1074824.816,
65083.88009,3.518886315,8.374999406,3.2,39498.30028,922054.1319,
58726.52921,5.18067847,6.979764638,3.24,40771.02861,1017374.023,
58593.44792,5.876893588,6.663904269,2.1,45694.50757,1227401.539,
59466.8656,6.503451263,7.110081473,3.26,44825.81265,1226041.783,
79619.86427,4.752153194,8.354961507,3.11,36156.92049,1411334.219,
63134.63942,6.676236409,8.48231689,6.25,27554.28687,1317234.043,
81699.9209,6.784351388,4.765058235,4.4,33957.00203,1250144.012,
49863.22687,6.777375019,9.640681638,5.03,42056.84712,1389047.558,
66835.22012,6.525598482,5.228439448,3.16,23523.60198,792449.5431,
81301.91984,7.082681187,6.776125367,4.06,40860.12048,1860681.947,
67350.16774,5.626456848,8.030099125,4.13,26076.39086,1110827.822,
77947.46436,6.441788609,7.193403798,5.46,29660.79658,1539129.364,
59941.0184,6.51386625,6.938066307,2.37,37853.30134,1132779.837,
69876.35717,4.996375474,7.253765742,6.13,20038.8619,839629.5122,
74909.72422,4.225888127,6.922914743,2.29,40193.52872,1243239.003,
62209.87231,6.162329741,7.98980743,4.27,32529.95072,1104109.035,
83372.64234,8.553939374,7.863971202,4.32,14502.44477,1664301.512,
59273.42234,5.715546028,7.662476479,6,20353.16099,818289.7642,
52916.3676,6.63628491,7.569220698,4.4,36105.06961,1062666.366,
64714.52416,5.153745232,5.490631869,4.45,23836.53843,730043.6451,
63427.81053,5.164251654,8.730904572,6,31689.93323,1307173.872,
72885.52312,7.64196516,4.969158207,2.22,36711.49426,1464710.206,
63780.04015,5.044290162,5.890387971,4.1,32010.22811,769851.8034,
59709.93311,6.320753255,6.376804344,3.32,39383.96586,1012023.399,
68275.5812,5.534934174,6.277831678,4.13,31383.07069,866328.1313,
78556.79705,6.162173321,5.783253683,3.16,34677.7243,1222726.564,
57471.94317,5.970952518,7.359194737,5.37,35822.60168,998702.0371,
58583.50845,6.952034052,9.472742074,6.47,39910.34268,1644242.137,
66537.25272,6.346079744,9.268966847,6.12,53721.14129,1817188.451,
78269.14256,6.523187585,6.02347229,2.3,54954.97189,1553976.234,
70562.35851,7.037251617,5.012792886,3.48,26073.2223,850593.3377,
65594.06739,7.492803317,7.1136851,3.3,24580.5637,1179987.324,
72493.20944,6.609326162,7.509335527,4.23,40722.65597,1554986.695,
60757.08121,6.486568179,8.155915088,5.35,35561.08441,1281378.174,
72920.86775,5.397964171,7.736952387,3.43,35656.22969,1125677.604,
76134.67776,7.248108066,8.425820688,3.13,34956.12616,1705889.887,
56957.83521,5.969854495,5.935709309,2.05,29498.96419,783565.1025,
54642.70628,6.29096854,8.982485924,6.12,42987.06573,1355362.956,
60018.89377,6.650993718,5.258696394,3.07,35188.91826,927181.0664,
67417.11235,5.728827797,6.195270308,3.48,36002.29608,1058517.81,
56088.6394,6.43064836,8.840667908,6.24,44796.58583,1397564.156,
70850.1305,5.333909302,5.487903073,3.12,14731.96976,635429.2305,
69692.47333,4.614993462,6.377310795,4.27,41818.00491,1104701.234,
68104.65856,5.897648506,7.050999424,3.05,35008.26751,1368134.998,
50521.46356,7.374457938,7.149611673,5.11,36713.86484,1204117.419,
64900.19793,5.30506935,7.260436972,3.31,21815.48888,517937.5895,
78951.7359,5.443039346,5.759583193,2.18,31055.05109,1241182.835,
77553.9064,5.061805489,8.535375454,6.45,53405.50581,1603627.28,
56734.35076,6.159101413,8.280403871,4.3,27982.27171,1063206.378,
72827.97132,7.181743678,4.419215488,4.13,39730.48179,1269293.209,
76306.64871,5.356330104,6.73390648,4.15,18041.9435,1063399.275,
57293.4274,9.125282873,7.780007631,4.3,27991.84,1561313.838,
65088.08824,5.782009284,6.790149675,3.11,39863.17255,1135613.432,
67813.67658,5.67233669,6.39644509,3.14,30253.85748,1057347.166,
52866.90183,6.595790348,5.767253272,4.34,31925.89958,772310.2278,
55956.67846,6.475495935,6.505406567,3.36,32844.56439,989263.2366,
56225.55413,5.901931552,6.686709478,4.13,35245.74481,699323.2624,
71532.97911,8.187045842,7.117961737,3.01,28635.37327,1596342.909,
70514.42574,4.444530278,7.311785484,5.41,52378.25122,1499153.081,
54673.52118,4.49619347,7.081933738,5.31,39160.55327,770770.5849,
58412.28305,5.666298295,8.281878986,6.47,22900.11345,1055484.373,
64861.91338,6.402507331,8.079372683,5.31,25032.13652,1240503.524,
82632.04577,5.302244663,5.036428918,3.38,13162.97966,900973.3764,
71499.80665,5.533015546,6.767607218,3.11,27417.11183,1035976.953,
75034.52364,5.781936693,5.521846997,3.28,25348.47127,1086447.511,
55447.08154,6.892306935,7.708946587,5,37723.28229,1366980.91,
80196.24225,6.675697067,7.275192796,3.17,48694.86414,1616937.019,
60480.05464,7.011621748,7.157214948,4.24,46361.63221,1639944.959,
40581.77809,4.16982037,7.415416068,5.44,48820.23026,509499.589,
61932.87262,6.687367955,6.751208637,4.34,34143.05076,1200125.447,
94392.89788,7.039620141,8.287279331,6.32,41462.12742,2142896.556,
66236.42588,6.318402338,6.361764814,4.01,45921.54242,1301089.712,
76771.8852,7.470777841,7.528286855,4.26,35690.21885,1860648.745,
75851.04366,6.298703746,7.151477066,4.45,26831.5434,1283996.968,
60509.83846,5.21502633,7.716666271,5.29,35376.73383,947355.9701,
62052.19499,4.139620469,6.484684915,4.17,41722.6619,875799.2473,
61657.04354,7.519087436,7.926372237,4,42285.9628,1483041.335,
92609.2277,5.488401987,7.45762873,5.14,29421.17133,1508856.424,
81038.1448,5.017846598,6.797869101,2.36,35371.21257,1302814.489,
54012.57272,6.461488895,7.19091541,5.07,21653.98468,747396.2531,
65573.46111,6.061531793,9.090851632,3.43,58195.45703,1723397.089,
57335.79077,5.264702041,7.418269493,6.43,41826.05082,1059431.451,
64098.08147,6.583447351,7.964419297,3.49,43769.96713,1309397.049,
65212.3664,5.787306592,7.636500321,5.05,29582.72278,981232.6124,
65256.13923,6.5382289,6.895255219,3.24,37875.20166,1389763.822,
89488.63976,5.247829647,7.290631549,6.12,49089.95912,1599963.807,
54415.8328,6.817606266,8.014876701,3.25,38937.78577,1208843.277,
76674.5221,7.152424503,9.293513239,6.17,43156.08678,2059301.343,
62702.36894,5.78089459,8.131984058,3.27,47285.46168,1272337.504,
72788.16706,6.559882632,7.337689237,3.09,31765.89773,1390377.375,
72415.42799,6.271974379,7.365504405,4.08,28885.0533,1212899.219,
73896.10342,6.182091797,6.080269606,3.05,44256.77913,1393482.85,
87541.45288,6.570193583,6.399106708,3.22,31044.97947,1603046.179,
71843.7589,5.753466993,7.42784464,4.44,27676.2714,1063069.916,
74141.33111,4.994616743,6.669292686,3.4,46905.19295,1068492.613,
74101.49304,6.284749966,6.874009026,3.46,34628.53932,1337973.732,
42943.93601,6.289222852,8.366067624,3.25,34468.87383,889831.1511,
71267.70625,5.579520822,8.105228297,4.4,36795.39817,1308231.769,
72655.64873,7.545608876,7.201823309,4.1,23623.30007,1612102.097,
72531.1338,4.661801761,6.498815201,4.18,15167.41107,578161.4955,
72259.58273,6.889373104,6.257776744,2,45598.89674,1454126.551,
63593.95114,8.016627453,8.005870386,6.47,40186.29337,1684537.961,
85696.20394,6.389427717,4.840595055,4.47,24138.06628,1347210.092,
80077.9305,5.739521833,7.437009145,4.5,30774.39431,1603342.669,
75339.91582,5.407478241,7.422156287,5.07,49307.20981,1383563.574,
54618.23625,6.002618021,5.757165087,4.12,40673.9221,705444.1168,
66829.18388,5.57878808,7.343420851,4.22,48776.92661,1418045.719,
82760.37627,6.13569401,6.778563744,4,33839.08519,1457755.979,
79769.0529,7.118266013,7.871982757,5.41,22669.67412,1617405.425,
46800.37259,7.154695334,4.513353831,4.24,29587.13853,456019.1712,
78186.28294,5.500904517,7.183912048,4.37,28130.26592,1348804.229,
65091.30918,5.349422869,8.594842639,5.42,49224.09281,1579360.825,
51218.67826,4.864411174,6.609634039,2.35,21091.58744,385678.1667,
74095.71281,5.908764789,6.847362326,3,32774.02197,1121023.437,
62769.03468,5.571587866,7.780985804,4.45,43314.16108,1178553.616,
64836.65398,6.490523817,8.271982892,6.3,35163.51684,1296467.994,
59141.79644,5.631317375,4.198676629,2.17,29386.58045,313651.5032,
66698.73973,4.790645656,8.365383291,5.21,51747.77676,1530294.577,
75892.50628,4.715683576,6.793215874,3.15,40908.89232,1249914.395,
70031.27304,4.623344495,9.188667262,4.13,36679.43203,1270432.4,
79757.01856,3.962672206,6.360722218,2.08,45130.82828,1123753.734,
60029.43264,5.714878538,7.990513702,6.01,32818.06713,1005087.361,
70329.40988,5.988783205,8.343125221,4.36,48077.26496,1712282.259,
65907.94668,5.506412845,5.727202199,3.39,33303.5431,698457.6776,
87068.24513,6.427781229,6.539577203,4.12,16083.14442,1322439.108,
76327.21206,7.084664124,6.584016966,3.13,42939.27424,1599615.745,
62315.5837,6.68246297,5.764141193,3.41,47163.75462,1142264.248,
63579.89796,3.342599174,7.221147395,6.47,51246.10288,1012768.756,
66197.67377,5.790273451,5.895335124,4.19,55849.46922,1244916.548,
65984.29691,5.560929101,5.77285134,2.18,40976.78683,1016526.594,
70894.14113,7.040707991,6.937166766,4.01,24878.46173,1383565.696,
78186.23924,5.838063828,5.133465711,4.17,49617.73142,1526369.647,
59539.4124,6.305095543,7.866082003,3.23,14403.8353,961495.0964,
77163.30057,5.052311501,7.514062032,6.06,27766.76194,1228362.747,
67082.02587,6.244859498,9.028047222,4.45,40412.04776,1674680.741,
53120.62925,6.812372827,9.2002462,5.39,36100.57718,1411217.493,
79095.27923,6.666808866,6.738533682,2.5,23624.24894,1476392.551,
71244.17075,6.477168821,5.331010176,2.36,15769.19997,751324.1387,
79058.93991,5.0180973,6.68477919,3.35,35074.26481,1366714.376,
84703.62823,5.918210783,6.883670877,2.36,51169.58559,1718625.945,
73001.11125,4.728508129,8.461468275,3.38,45338.09139,1344869.28,
90972.40613,5.401913201,7.323224846,3.37,24943.96194,1442079.057,
77362.05456,6.03271483,5.382998154,3.31,24171.18247,1000892.046,
70850.16582,6.433339399,8.575994509,5.23,42035.99199,1553395.562,
81248.19697,7.939003735,6.749488716,4.25,48922.5214,1969256.933,
72173.33087,5.637312098,6.80926661,2.2,42946.08099,1435261.987,
46627.78948,5.276614898,6.40733952,3.28,37302.52534,718874.6798,
82113.98201,6.744905835,6.596278185,2.43,51561.26314,1883082.276,
62622.48379,6.03689561,8.84477396,6.16,48899.51382,1502443.23,
70607.28271,6.835841168,4.541466869,3.42,58793.2682,1513650.381,
80335.96155,6.045000331,5.165901842,4.04,56689.27907,1410264.405,
58765.0402,5.506579633,4.882380596,4.12,30997.43904,647691.8352,
86849.84442,5.689341577,6.181227861,3.01,45178.46768,1675062.891,
71918.66832,7.912035606,7.092714041,5.28,23690.69799,1336134.486,
75513.24689,4.607911656,8.086981109,6.5,37175.07064,1376240.615,
66359.15485,6.54649533,8.041198572,6.42,32976.80797,1680017.24,
68638.10785,6.445807262,5.98022928,2.49,25380.41301,1186025.951,
86084.33523,6.143843489,6.776068462,4.33,24447.1067,1460044.546,
55076.07222,5.955041901,6.499696377,4.06,23794.95178,650939.2067,
74682.22416,7.19809097,7.328709122,4.12,39293.653,1525690.995,
69379.23817,8.20738606,8.273386772,6.4,34612.76372,1827476.196,
61431.82929,6.955535847,6.071830703,3.18,32912.04398,860399.3452,
74085.68864,5.885577419,7.813242397,5.35,32481.52177,1574181.732,
54204.81112,4.9464429,5.05618974,3.39,39735.06871,333160.9943,
60842.80445,5.731377655,8.115024462,3.2,45258.15871,1279681.154,
85429.46598,6.336769915,6.628645005,3.32,36411.83456,1594748.125,
76602.89393,5.634388054,8.440490911,5.13,20927.43079,1495375.423,
65629.88097,6.418471533,7.524874654,6.19,17609.19693,954732.9038,
74227.49523,6.99067676,6.833955902,2.46,25934.6492,1426695.686,
79671.414,6.295516139,6.840125382,2.44,35953.15723,1468459.955,
71816.27643,5.49448752,8.629268407,6.27,41178.26119,1607863.828,
54623.76529,5.844598703,8.297124357,4.03,41939.51507,888866.3945,
61536.55722,6.670542907,6.994015904,2.15,29346.7209,1151341.85,
66357.52842,6.37806605,7.221474525,6.36,38072.28468,1045704.7,
64957.92638,5.079228835,7.64833492,4,49513.89643,1279160.988,
86895.59621,6.686490402,7.321513124,6.26,38042.73612,1799455.406,
90533.31352,6.705843518,8.151471141,3.23,46610.73557,2005167.48,
65939.88495,7.47810445,7.555919437,6.18,29620.83953,1492612.189,
56505.8278,5.300533643,7.795375,3.43,30995.48817,976481.7168,
60564.05153,5.666158556,8.382339218,5.03,49574.10417,1247002.164,
78606.74714,7.031773829,5.093526735,3.37,51235.58929,1426682.135,
72747.12903,5.665250632,6.783121452,3.35,35060.34863,1171989.718,
76193.71636,5.996661954,7.909545202,4.18,26736.096,1370909.952,
70912.89173,5.354226921,7.508775907,3.46,20797.82193,1083071.56,
81922.74753,6.134660958,6.720772557,2.01,21677.01339,1065656.023,
73312.88817,7.242393804,7.064878233,4.16,32256.70451,1492095.143,
48483.9423,6.082064754,7.405948947,5.05,35848.08127,936864.6878,
85009.06739,6.469294552,6.774243351,3.39,48601.79746,1966139.928,
79029.46045,7.405166506,5.448580097,4.24,48607.09542,1558196.969,
70301.23794,5.807494543,5.838844174,3.25,49076.65438,1280588.342,
46339.90081,4.16897216,8.159537583,4.27,52123.99386,853750.6529,
68272.31965,4.079320164,7.983259576,4.05,30937.82848,978824.6016,
60285.60617,5.142414685,9.916528435,3.14,27370.18572,1273554.278,
62671.7307,5.53792673,6.402028317,4.44,31702.71455,798659.2171,
66615.88992,6.401788641,4.894203341,4.01,48604.07439,1114128.47,
78431.31041,4.559870598,7.499446787,3.13,23623.30098,1108894.003,
46646.71054,6.331878075,6.726795812,3.45,34006.8653,710269.214,
72405.47169,4.372603839,7.473793129,6.31,35062.88654,1142127.884,
66225.9048,6.333788793,6.47618593,3.47,44384.51974,1378269.573,
56106.35671,7.002809147,6.744228166,3.48,46002.90396,1140126.187,
65896.42207,5.831725358,6.586285834,2.2,34170.33666,999146.8694,
71601.64106,6.066999487,7.24990524,4.24,34787.46537,1289201.391,
57584.84524,6.235777366,4.674073564,2.12,46724.89921,973197.7753,
65075.85776,6.721001606,8.103550071,6.26,30826.07821,1511653.455,
69635.59875,6.721373834,6.264976849,2.09,26312.35883,1158677.202,
62829.04181,5.660218312,7.1419209,6.13,29277.53809,1009093.802,
57093.5638,6.684657867,6.987216614,2.18,19379.02082,861013.9461,
72919.12901,5.386386504,7.276382135,4.49,26625.13907,1064371.764,
92774.67569,5.990648916,7.163240961,5.38,35016.45522,1883469.244,
59443.2013,7.229017691,8.363863794,3.09,28100.31771,1191340.826,
71677.30733,5.234875252,6.581868523,3.39,38736.902,1300303.407,
77620.92115,5.871168062,6.678357597,4.12,29115.68485,1126042.405,
95236.13705,5.693896342,7.074092795,3.42,41524.5833,1848511.108,
73145.48576,5.699428201,5.63625957,2,31750.26767,1072874.61,
62311.38775,5.492310439,5.69082542,4.23,51601.59401,1019127.733,
66854.38762,5.01648718,6.65222125,4.16,41382.7259,1210161.07,
70520.27278,6.62829804,6.146798103,4.48,51639.30697,1561234.133,
94241.82332,7.701205702,8.07153507,6.29,39139.57297,2180065.598,
83664.38976,4.950569548,7.654162707,4.3,39642.12993,1665515.246,
62241.12414,5.294242885,7.23075355,3.18,55613.37571,1307136.335,
74286.58229,7.101270018,6.336485313,2.44,33439.44416,1604207.684,
70217.78035,5.576018451,6.431351307,4.1,38779.34601,1057125.839,
35454.71466,6.855708364,6.018646503,4.5,59636.40255,1077805.578,
80707.40491,6.71487204,5.362668496,2.25,25433.30292,1328525.02,
54921.90981,4.818996769,6.134419623,3.09,49547.45563,1017775.512,
67258.58756,6.370638426,6.517625123,2.45,50955.57254,1443816.971,
77509.1378,6.120737116,7.35036172,5.46,18264.23005,1322010.057,
57759.76528,5.437861629,6.100550699,3.29,49698.19872,1064939.523,
54234.38403,5.223595355,7.088515213,6.33,37393.99871,768541.9161,
63438.72757,5.640162344,9.151531303,6.12,32180.36047,1244563.275,
40141.56648,5.055819675,7.398153931,4.46,53364.46288,744291.0273,
86197.02921,6.043554706,7.655375007,3.34,44099.53527,1879416.222,
75992.00382,5.040896433,6.984770177,3.17,39503.09807,1131698.214,
61482.9788,4.376969185,7.794518337,5.02,34993.8414,1000713.586,
70256.36021,5.003684188,8.579138669,3.1,45672.38999,1313128.138,
91328.09244,5.127415452,6.542597958,4.32,49530.00034,1810561.175,
75106.27744,7.212557777,8.06556841,5.5,41143.43774,1877268.75,
79908.15987,5.725050746,6.445200711,3.3,40229.98785,1495672.594,
93763.11282,4.971603712,6.34099626,2.19,44047.91117,1708102.102,
50167.48628,7.559816059,7.358229667,3.08,34292.30694,1058356.18,
51391.64435,5.559525611,6.903848074,3.13,28063.71796,681089.9189,
79823.40945,5.744808417,9.632403031,5.35,41545.61226,1958064.742,
65913.86161,4.85783342,5.35501255,2.44,12450.57847,353240.0547,
69603.69066,7.433065419,5.097025362,2.05,31337.78085,1054304.172,
46367.20586,5.290720476,5.181613804,4.5,26015.29645,268050.8147,
66195.33771,6.507971363,6.611861145,3.14,37288.92357,1318597.715,
76899.282,5.347527265,7.763502241,3.25,37825.7798,1334537.424,
54427.91151,7.190023019,7.332134662,3.03,54045.94271,1598736.4,
82920.87837,6.171501482,7.146499889,4.27,33935.97227,1699952.814,
47121.00996,6.714882023,6.650922645,3.23,46303.46211,1012269.82,
74968.41732,4.709498404,6.556382369,3.08,28045.42214,1093506.014,
68222.74258,6.309069335,7.057061921,6.22,32660.43971,1064703.305,
61485.87399,5.871462161,7.851276189,4.4,38179.7804,1184614.087,
72894.73717,6.029107996,6.563053295,4.01,37796.05565,1146480.214,
68254.59597,7.898190691,7.485572515,4.36,48908.77158,1925615.841,
62088.7009,7.053111108,7.113968421,5.23,38337.47841,1233882.555,
60658.64833,4.537629827,6.440243236,3.49,45004.97002,822685.3746,
76321.06269,6.673099833,7.488046582,4.46,56696.5175,1935831.039,
52141.35901,7.567152938,7.299796422,3.28,29595.43143,912585.6212,
75080.17356,5.96980058,7.215912137,5.35,50408.86017,1636906.288,
62117.45462,7.314992002,6.396100737,3.13,26295.43966,1197929.743,
74253.44319,4.404914662,5.280332632,3.25,44939.67256,1039794.767,
65561.45584,5.31942298,6.52610149,2.47,40231.69688,1033450.139,
58124.42346,5.937759405,6.82234662,2.34,28863.86803,839589.8445,
62159.22759,5.162849624,4.316259054,2.04,36644.53024,782800.4947,
88722.95954,5.864465922,5.987424292,4.06,29896.67417,1547127.386,
74791.01675,6.113429406,7.480408801,6.45,29153.79965,1518706.283,
67305.62475,6.324094874,5.482822603,2.42,39369.64412,1074456.402,
51195.89533,5.9914286,7.044419781,4.05,30028.62167,671960.6449,
63223.36961,4.944630706,8.087356625,3.32,35891.80616,1185734.958,
78788.43952,6.772487473,6.637597521,4.01,38656.43139,1518454.06,
58367.69006,5.676386932,6.219390711,4.46,28800.90988,666745.6714,
65149.89591,5.561847875,7.121417616,6.36,29190.88798,988014.7561,
72416.4809,6.162244128,7.26895352,4.44,6805.740783,997452.5009,
81374.67105,6.594022951,8.386460431,4.09,38647.50306,1791307.241,
70342.67105,4.555560605,7.309919375,6.34,34970.8158,1223589.046,
68966.97557,4.999247837,8.05950533,5.5,39917.43412,1321257.251,
60104.12113,7.701145053,7.259001316,6.33,31781.92474,1193687.181,
55192.84986,5.953993576,6.672181063,4.07,36705.90669,840208.743,
68599.73827,6.674203658,6.596354226,2.13,42548.11004,1474745.015,
76611.88932,5.44775581,8.570526058,5.22,33001.91467,1527439.717,
45318.67418,5.709232968,6.925560994,2.36,47223.16427,802048.4455,
73714.16483,6.10737087,6.337053805,3.08,30049.17001,1016960.655,
59961.0953,6.735728991,6.09209959,3.49,31853.71173,1051230.001,
70444.46273,4.717135602,7.883996339,3.46,41919.58394,1209964.352,
66638.86604,7.97322039,6.229155635,4.25,26641.70332,1357208.238,
73869.53552,6.396437855,7.506733034,5.46,25694.24731,1513846.595,
74112.79329,4.41258546,8.054621723,3.09,66995.47405,1737570.505,
44180.46084,7.116575231,6.902485454,3.32,30809.96748,613370.8511,
65279.34259,4.470479271,6.924873897,4.39,29971.89976,767784.6304,
63342.29146,5.594225849,8.166272153,3.19,31726.66848,1181663.484,
77352.6376,9.008900092,5.89476188,3.49,39667.50726,1898168.684,
76053.55143,6.999755804,5.449274802,3.49,45636.33004,1471784.005,
92669.58803,5.302770726,5.419235783,4.11,31467.48119,1397461.553,
40748.65309,6.250398044,5.586794442,2.47,46643.15684,664465.331,
68176.06978,5.43639597,7.812731256,3.42,32525.44517,1128252.819,
84824.22063,5.866066338,7.22911211,3.26,27862.67322,1273629.124,
38571.96367,7.425291725,5.723008685,3.47,47386.79361,968411.6244,
63843.75576,6.240694096,6.408500539,3.13,37703.29694,1071537.376,
87444.16914,7.078048191,4.959858562,3.37,51591.67557,1802294.289,
63409.97679,5.767622925,6.087208749,4.08,56256.98203,1369582.582,
55096.79665,6.848472133,7.432613146,5.04,52405.28006,1350283.997,
84597.30492,5.522653204,7.875011965,3.37,31143.88966,1637831.328,
71408.29574,6.565006381,7.232609527,6.21,49463.04926,1574279.814,
77376.17331,4.771499466,7.723844672,5.04,38105.77786,1251063.65,
58968.02847,5.39432198,5.68870348,4.22,50936.33086,992622.7693,
86528.92654,6.013689621,7.966109181,4.13,27593.12576,1616505.354,
63274.67073,5.490367991,8.562229307,3,38904.6674,1440106.864,
72264.48799,5.557734338,6.627170812,3,32827.67547,1139014.194,
56180.59143,6.201921172,7.180671094,4.27,41036.28415,1139072.772,
59952.6575,5.237950174,8.194571351,5.49,50752.19402,1243491.572,
59938.7511,6.506753669,4.990364539,2.33,44065.14943,1021126.683,
72847.98842,5.947064302,6.459058728,3.03,21985.73467,960918.6584,
65803.60065,6.730870185,7.063988358,4.06,36011.05117,1306288.227,
73177.6246,6.706442844,7.226916324,6.24,41971.16183,1537897.118,
64469.03364,4.53453824,5.839049562,2.03,43745.99082,909885.8014,
87928.13754,5.416960597,7.868288356,6.21,47452.35785,1752112.604,
70844.20552,4.177213846,7.508958054,5.34,33483.65248,1129388.123,
87758.43321,6.650251813,8.607612195,3.16,47320.68158,2024902.521,
60555.40504,4.986857752,6.949333598,2.5,49309.85488,1164968.877,
60055.6062,4.873748964,7.505243752,4.27,44435.16452,1187454.672,
88603.20878,7.097176548,5.232616153,2.16,37215.66964,1675702.223,
62873.36969,5.77793627,7.606141984,5.27,41637.79529,1163559.471,
54226.29131,5.370173558,7.505222178,4.33,35596.82458,814240.2816,
76309.49463,6.069625962,7.668535369,4.09,42652.36735,1480674.799,
68297.51805,5.533759171,8.25721362,4.35,23177.58185,1281308.332,
58895.33095,6.594265542,6.007374115,4.14,41856.36586,1187044.053,
75782.33514,6.341340988,6.00973669,4.16,23287.07176,1267803.317,
72314.85339,4.940391314,7.692426833,6.45,35998.31948,1094792.003,
70422.29342,8.13280735,7.223042535,3.17,20206.52406,1489574.137,
80407.31142,5.84664328,6.592001517,3.28,22800.03696,1280995.549,
65069.948,4.221881955,6.912043937,4.38,45095.69976,1046347.121,
72932.2493,5.208296792,6.865190715,4.21,30072.71973,1149694.034,
54769.37737,6.719086945,7.530411171,3.45,39001.57097,1063344.635,
79296.69912,5.935679694,7.120473637,4.06,24298.97473,1377113.026,
82353.28923,6.324068041,6.771239177,2.49,31745.92453,1459525.376,
38122.52449,6.336108942,7.762550883,5.12,38067.55218,899609.3001,
60757.31681,4.921578679,6.205327517,3.5,29017.40872,482689.7034,
66469.36947,4.663863395,6.117542391,4.13,22670.60862,412269.2034,
59007.67323,5.880081118,7.220505049,6.49,33631.22917,1209797.58,
88876.31715,4.638457767,5.971224419,3.09,29004.16405,1342506.921,
63242.15127,5.528790248,6.206599757,4.21,14291.15303,727866.5252,
62974.42537,5.542326814,7.834172769,3.12,48184.91635,1447250.999,
86744.04917,6.011564179,6.035038932,4.38,32474.83452,1578766.05,
69801.45176,6.26907634,7.69192696,4.38,37852.54171,1578737.436,
63542.30939,6.221356581,7.365228618,4.11,57318.78664,1445527.137,
78403.63796,5.781019805,5.230196186,4.49,33686.36508,1221823.704,
85662.30268,6.435739431,8.729621024,3.23,42401.60109,2031338.347,
82851.73021,4.865250903,6.773178179,2.22,33366.27464,1232974.142,
70934.93726,6.443632205,7.026753231,6.14,36394.25392,1426402.807,
64354.77327,4.312952153,6.329670664,3.09,25495.35594,520217.893,
79243.23682,5.822324358,6.544602746,4.23,32761.55673,1314770.47,
74944.34679,6.31097907,6.434659153,3.44,31389.29137,1249331.45,
77545.92569,6.095807993,7.896170057,5.47,52740.40917,1835564.689,
69789.3274,5.221322332,6.34119585,2.36,40473.76525,1018173.703,
60308.91266,3.686286995,7.294096424,3.32,35971.47013,607858.9912,
89130.03276,4.332033874,7.000667096,3.45,39154.78733,1340983.25,
73505.59765,6.02600547,5.977781617,2.24,39677.32771,1292740.446,
84023.32886,7.102030845,6.650462095,4.32,33106.20003,1772780.143,
53971.24038,7.211169204,5.966878902,3.25,46685.36336,1131887.762,
74750.18655,6.195458468,7.57447372,4.06,36538.75655,1603627.938,
56128.00428,5.672980895,6.797289868,3.38,32807.5098,809121.1058,
73886.08076,5.543674113,5.586250787,2.16,26038.50819,987004.0837,
45781.23446,5.457036915,5.892084942,4.43,34660.18308,676970.6909,
59788.21893,4.658987164,6.189798583,4.34,15036.26809,461473.5665,
47320.65721,3.55805376,7.006987009,3.16,15776.6186,15938.65792,
81510.36837,6.195023013,5.857585574,4.03,39937.36926,1622827.298,
81013.61529,7.149797416,7.239105418,5.44,45472.04945,1924155.582,
70829.57801,6.832192295,6.149040327,3.3,49360.09429,1548598.755,
94889.80041,7.208464266,6.33879562,3.41,31884.44031,2007639.432,
62635.25992,4.373086649,6.571056558,4.26,24348.02587,461912.2443,
68871.44738,4.751119279,7.999511288,4,40863.70121,1243838.634,
76150.05022,5.892386367,7.450708574,5.07,31443.04433,1309922.854,
62443.29155,5.887072341,8.718919781,6.13,37078.68452,1343484.727,
57597.58094,5.067134641,6.568208037,2.02,29580.7956,771214.4796,
70194.57211,7.296428802,6.174577804,2.23,29254.10631,1244955.461,
58342.36779,4.511914596,5.525397641,3.44,19056.04394,365929.5973,
64492.95448,8.019634995,6.42408542,4.41,30102.13319,1453108.794,
83284.45152,5.591912688,5.409367878,4.31,24627.5489,1128906.339,
70975.9711,6.791319685,8.999012644,3.15,61104.36278,2100698.071,
77742.18915,5.07662467,7.37751165,4.41,22231.83032,1105024.416,
60563.78747,6.8743744,7.734418599,5.47,31568.10149,1159526.154,
75454.16429,8.224470239,8.179760004,5.29,51172.94704,1940933.472,
74490.40279,6.692974702,7.500464288,4.33,35264.61183,1549031.093,
71052.46166,5.093794033,7.142089207,3.45,46731.65749,1379456.031,
